case,category,process,label,type,name,index,phase,min_index,max_index,parameter_scale,min_arith,max_arith,init_arith_value,final_arith_value,min_param,max_param,init_param_value,final_param_value,stdv
22_03d5,population processes,recruitment,historical recruitment period, param_init_bounded_dev_vector,pDevsLnR,8,1,1,26, ARITHMETIC,-5,5,-1.77807470667,-0.451327121637,-5,5,-1.77807470667,-0.451327121637,0.97619
22_03d5,population processes,recruitment,historical recruitment period, param_init_bounded_dev_vector,pDevsLnR,9,1,1,26, ARITHMETIC,-5,5,0.991573221714,-0.432704610539,-5,5,0.991573221714,-0.432704610539,0.90093
22_03d5,population processes,recruitment,historical recruitment period, param_init_bounded_dev_vector,pDevsLnR,10,1,1,26, ARITHMETIC,-5,5,-0.594042306003,-0.407165180484,-5,5,-0.594042306003,-0.407165180484,0.84506
22_03d5,population processes,recruitment,historical recruitment period, param_init_bounded_dev_vector,pDevsLnR,11,1,1,26, ARITHMETIC,-5,5,0.867585211335,-0.372518605142,-5,5,0.867585211335,-0.372518605142,0.81196
22_03d5,population processes,recruitment,historical recruitment period, param_init_bounded_dev_vector,pDevsLnR,12,1,1,26, ARITHMETIC,-5,5,0.70788332449,-0.325811799155,-5,5,0.70788332449,-0.325811799155,0.80383
22_03d5,population processes,recruitment,historical recruitment period, param_init_bounded_dev_vector,pDevsLnR,13,1,1,26, ARITHMETIC,-5,5,0.55148377838,-0.262518696221,-5,5,0.55148377838,-0.262518696221,0.82037
22_03d5,population processes,recruitment,historical recruitment period, param_init_bounded_dev_vector,pDevsLnR,14,1,1,26, ARITHMETIC,-5,5,-0.0833738923879,-0.175295820094,-5,5,-0.0833738923879,-0.175295820094,0.85736
22_03d5,population processes,recruitment,historical recruitment period, param_init_bounded_dev_vector,pDevsLnR,15,1,1,26, ARITHMETIC,-5,5,-1.08531667681,-0.051863352437,-5,5,-1.08531667681,-0.051863352437,0.90477
22_03d5,population processes,recruitment,historical recruitment period, param_init_bounded_dev_vector,pDevsLnR,16,1,1,26, ARITHMETIC,-5,5,0.652357209852,0.129697086024,-5,5,0.652357209852,0.129697086024,0.94336
22_03d5,population processes,recruitment,historical recruitment period, param_init_bounded_dev_vector,pDevsLnR,17,1,1,26, ARITHMETIC,-5,5,1.30513351259,0.40903257714,-5,5,1.30513351259,0.40903257714,0.94359
22_03d5,population processes,recruitment,historical recruitment period, param_init_bounded_dev_vector,pDevsLnR,18,1,1,26, ARITHMETIC,-5,5,0.463072190837,0.83393744699,-5,5,0.463072190837,0.83393744699,0.88652
22_03d5,population processes,recruitment,historical recruitment period, param_init_bounded_dev_vector,pDevsLnR,19,1,1,26, ARITHMETIC,-5,5,2.2021561476,1.38001052733,-5,5,2.2021561476,1.38001052733,0.7875
22_03d5,population processes,recruitment,historical recruitment period, param_init_bounded_dev_vector,pDevsLnR,20,1,1,26, ARITHMETIC,-5,5,0.78071166466,1.65368174474,-5,5,0.78071166466,1.65368174474,0.67294
22_03d5,population processes,recruitment,historical recruitment period, param_init_bounded_dev_vector,pDevsLnR,21,1,1,26, ARITHMETIC,-5,5,0.729143156062,1.15729777113,-5,5,0.729143156062,1.15729777113,0.68887
22_03d5,population processes,recruitment,historical recruitment period, param_init_bounded_dev_vector,pDevsLnR,22,1,1,26, ARITHMETIC,-5,5,-0.265835783531,0.600010631071,-5,5,-0.265835783531,0.600010631071,0.68615
22_03d5,population processes,recruitment,historical recruitment period, param_init_bounded_dev_vector,pDevsLnR,23,1,1,26, ARITHMETIC,-5,5,0.8035266439,0.335774193526,-5,5,0.8035266439,0.335774193526,0.66586
22_03d5,population processes,recruitment,historical recruitment period, param_init_bounded_dev_vector,pDevsLnR,24,1,1,26, ARITHMETIC,-5,5,-1.38433098841,-0.0924644745145,-5,5,-1.38433098841,-0.0924644745145,0.66935
22_03d5,population processes,recruitment,historical recruitment period, param_init_bounded_dev_vector,pDevsLnR,25,1,1,26, ARITHMETIC,-5,5,-1.67026917512,-0.449578109156,-5,5,-1.67026917512,-0.449578109156,0.67042
22_03d5,population processes,recruitment,historical recruitment period, param_init_bounded_dev_vector,pDevsLnR,26,1,1,26, ARITHMETIC,-5,5,-0.841362649776,-0.105646491866,-5,5,-0.841362649776,-0.105646491866,0.70095
22_03d5,population processes,recruitment,current recruitment period, param_init_bounded_dev_vector,pDevsLnR,1,1,1,50, ARITHMETIC,-5,5,0.9965587701,1.3385512454,-5,5,0.9965587701,1.3385512454,0.31703
22_03d5,population processes,recruitment,current recruitment period, param_init_bounded_dev_vector,pDevsLnR,2,1,1,50, ARITHMETIC,-5,5,3.70397010574,1.9556533648,-5,5,3.70397010574,1.9556533648,0.19684
22_03d5,population processes,recruitment,current recruitment period, param_init_bounded_dev_vector,pDevsLnR,3,1,1,50, ARITHMETIC,-5,5,0.50083448869,1.57220519143,-5,5,0.50083448869,1.57220519143,0.22935
22_03d5,population processes,recruitment,current recruitment period, param_init_bounded_dev_vector,pDevsLnR,4,1,1,50, ARITHMETIC,-5,5,1.76633341645,0.563181472606,-5,5,1.76633341645,0.563181472606,0.42651
22_03d5,population processes,recruitment,current recruitment period, param_init_bounded_dev_vector,pDevsLnR,5,1,1,50, ARITHMETIC,-5,5,-0.501648816274,-0.155816564575,-5,5,-0.501648816274,-0.155816564575,0.5344
22_03d5,population processes,recruitment,current recruitment period, param_init_bounded_dev_vector,pDevsLnR,6,1,1,50, ARITHMETIC,-5,5,-0.744360029527,-0.206975323309,-5,5,-0.744360029527,-0.206975323309,0.40939
22_03d5,population processes,recruitment,current recruitment period, param_init_bounded_dev_vector,pDevsLnR,7,1,1,50, ARITHMETIC,-5,5,-0.894473846096,-0.0397302120622,-5,5,-0.894473846096,-0.0397302120622,0.29338
22_03d5,population processes,recruitment,current recruitment period, param_init_bounded_dev_vector,pDevsLnR,8,1,1,50, ARITHMETIC,-5,5,1.03085131408,-0.192658960003,-5,5,1.03085131408,-0.192658960003,0.28855
22_03d5,population processes,recruitment,current recruitment period, param_init_bounded_dev_vector,pDevsLnR,9,1,1,50, ARITHMETIC,-5,5,-0.155638071028,1.04382119326,-5,5,-0.155638071028,1.04382119326,0.11767
22_03d5,population processes,recruitment,current recruitment period, param_init_bounded_dev_vector,pDevsLnR,10,1,1,50, ARITHMETIC,-5,5,1.77515891739,0.740064994675,-5,5,1.77515891739,0.740064994675,0.17077
22_03d5,population processes,recruitment,current recruitment period, param_init_bounded_dev_vector,pDevsLnR,11,1,1,50, ARITHMETIC,-5,5,0.927852983522,0.881711895029,-5,5,0.927852983522,0.881711895029,0.16636
22_03d5,population processes,recruitment,current recruitment period, param_init_bounded_dev_vector,pDevsLnR,12,1,1,50, ARITHMETIC,-5,5,1.44473139691,0.918111269357,-5,5,1.44473139691,0.918111269357,0.15584
22_03d5,population processes,recruitment,current recruitment period, param_init_bounded_dev_vector,pDevsLnR,13,1,1,50, ARITHMETIC,-5,5,0.195236940455,0.750442537657,-5,5,0.195236940455,0.750442537657,0.16725
22_03d5,population processes,recruitment,current recruitment period, param_init_bounded_dev_vector,pDevsLnR,14,1,1,50, ARITHMETIC,-5,5,-0.751347311555,0.331240549155,-5,5,-0.751347311555,0.331240549155,0.20913
22_03d5,population processes,recruitment,current recruitment period, param_init_bounded_dev_vector,pDevsLnR,15,1,1,50, ARITHMETIC,-5,5,-1.43620438471,-0.40616482276,-5,5,-1.43620438471,-0.40616482276,0.25817
22_03d5,population processes,recruitment,current recruitment period, param_init_bounded_dev_vector,pDevsLnR,16,1,1,50, ARITHMETIC,-5,5,-0.896838456383,-1.11798287322,-5,5,-0.896838456383,-1.11798287322,0.35159
22_03d5,population processes,recruitment,current recruitment period, param_init_bounded_dev_vector,pDevsLnR,17,1,1,50, ARITHMETIC,-5,5,-0.496336675569,-1.40239365401,-5,5,-0.496336675569,-1.40239365401,0.32478
22_03d5,population processes,recruitment,current recruitment period, param_init_bounded_dev_vector,pDevsLnR,18,1,1,50, ARITHMETIC,-5,5,-0.193729449121,-1.31688298915,-5,5,-0.193729449121,-1.31688298915,0.25742
22_03d5,population processes,recruitment,current recruitment period, param_init_bounded_dev_vector,pDevsLnR,19,1,1,50, ARITHMETIC,-5,5,-2.39472405316,-1.31681401615,-5,5,-2.39472405316,-1.31681401615,0.26075
22_03d5,population processes,recruitment,current recruitment period, param_init_bounded_dev_vector,pDevsLnR,20,1,1,50, ARITHMETIC,-5,5,-0.785022099988,-1.14609509781,-5,5,-0.785022099988,-1.14609509781,0.24667
22_03d5,population processes,recruitment,current recruitment period, param_init_bounded_dev_vector,pDevsLnR,21,1,1,50, ARITHMETIC,-5,5,-0.541978913567,-0.649663454793,-5,5,-0.541978913567,-0.649663454793,0.18093
22_03d5,population processes,recruitment,current recruitment period, param_init_bounded_dev_vector,pDevsLnR,22,1,1,50, ARITHMETIC,-5,5,-0.91927289928,-0.878204874525,-5,5,-0.91927289928,-0.878204874525,0.23711
22_03d5,population processes,recruitment,current recruitment period, param_init_bounded_dev_vector,pDevsLnR,23,1,1,50, ARITHMETIC,-5,5,0.341552203617,0.0252381158266,-5,5,0.341552203617,0.0252381158266,0.11943
22_03d5,population processes,recruitment,current recruitment period, param_init_bounded_dev_vector,pDevsLnR,24,1,1,50, ARITHMETIC,-5,5,-0.108712314694,-0.986480201039,-5,5,-0.108712314694,-0.986480201039,0.25069
22_03d5,population processes,recruitment,current recruitment period, param_init_bounded_dev_vector,pDevsLnR,25,1,1,50, ARITHMETIC,-5,5,0.782603090472,0.580641898306,-5,5,0.782603090472,0.580641898306,0.099039
22_03d5,population processes,recruitment,current recruitment period, param_init_bounded_dev_vector,pDevsLnR,26,1,1,50, ARITHMETIC,-5,5,-1.36941278905,-0.572003997784,-5,5,-1.36941278905,-0.572003997784,0.28792
22_03d5,population processes,recruitment,current recruitment period, param_init_bounded_dev_vector,pDevsLnR,27,1,1,50, ARITHMETIC,-5,5,2.40527429482,0.954331006608,-5,5,2.40527429482,0.954331006608,0.10184
22_03d5,population processes,recruitment,current recruitment period, param_init_bounded_dev_vector,pDevsLnR,28,1,1,50, ARITHMETIC,-5,5,-1.02050613158,-0.266277781059,-5,5,-1.02050613158,-0.266277781059,0.29321
22_03d5,population processes,recruitment,current recruitment period, param_init_bounded_dev_vector,pDevsLnR,29,1,1,50, ARITHMETIC,-5,5,0.945277766504,1.05754903274,-5,5,0.945277766504,1.05754903274,0.10636
22_03d5,population processes,recruitment,current recruitment period, param_init_bounded_dev_vector,pDevsLnR,30,1,1,50, ARITHMETIC,-5,5,1.51515871366,0.448148347922,-5,5,1.51515871366,0.448148347922,0.15496
22_03d5,population processes,recruitment,current recruitment period, param_init_bounded_dev_vector,pDevsLnR,31,1,1,50, ARITHMETIC,-5,5,-0.880084090482,-0.666745042154,-5,5,-0.880084090482,-0.666745042154,0.28134
22_03d5,population processes,recruitment,current recruitment period, param_init_bounded_dev_vector,pDevsLnR,32,1,1,50, ARITHMETIC,-5,5,-0.737038074525,-1.12135249256,-5,5,-0.737038074525,-1.12135249256,0.3667
22_03d5,population processes,recruitment,current recruitment period, param_init_bounded_dev_vector,pDevsLnR,33,1,1,50, ARITHMETIC,-5,5,0.565368614564,-0.569227941285,-5,5,0.565368614564,-0.569227941285,0.26419
22_03d5,population processes,recruitment,current recruitment period, param_init_bounded_dev_vector,pDevsLnR,34,1,1,50, ARITHMETIC,-5,5,-0.940383811131,-0.0887655592729,-5,5,-0.940383811131,-0.0887655592729,0.26748
22_03d5,population processes,recruitment,current recruitment period, param_init_bounded_dev_vector,pDevsLnR,35,1,1,50, ARITHMETIC,-5,5,0.740975328134,1.34078213571,-5,5,0.740975328134,1.34078213571,0.096838
22_03d5,population processes,recruitment,current recruitment period, param_init_bounded_dev_vector,pDevsLnR,36,1,1,50, ARITHMETIC,-5,5,0.656395380398,0.328964320839,-5,5,0.656395380398,0.328964320839,0.19633
22_03d5,population processes,recruitment,current recruitment period, param_init_bounded_dev_vector,pDevsLnR,37,1,1,50, ARITHMETIC,-5,5,0.724752407141,-0.408245834182,-5,5,0.724752407141,-0.408245834182,0.20856
22_03d5,population processes,recruitment,current recruitment period, param_init_bounded_dev_vector,pDevsLnR,38,1,1,50, ARITHMETIC,-5,5,-1.77766551389,-1.65968860767,-5,5,-1.77766551389,-1.65968860767,0.38112
22_03d5,population processes,recruitment,current recruitment period, param_init_bounded_dev_vector,pDevsLnR,39,1,1,50, ARITHMETIC,-5,5,-0.360705975309,-0.716075196916,-5,5,-0.360705975309,-0.716075196916,0.15086
22_03d5,population processes,recruitment,current recruitment period, param_init_bounded_dev_vector,pDevsLnR,40,1,1,50, ARITHMETIC,-5,5,-2.38392596956,-1.46655662404,-5,5,-2.38392596956,-1.46655662404,0.23563
22_03d5,population processes,recruitment,current recruitment period, param_init_bounded_dev_vector,pDevsLnR,41,1,1,50, ARITHMETIC,-5,5,-0.137148558809,-1.35922614296,-5,5,-0.137148558809,-1.35922614296,0.21063
22_03d5,population processes,recruitment,current recruitment period, param_init_bounded_dev_vector,pDevsLnR,42,1,1,50, ARITHMETIC,-5,5,-1.99993706526,-0.690300826235,-5,5,-1.99993706526,-0.690300826235,0.14262
22_03d5,population processes,recruitment,current recruitment period, param_init_bounded_dev_vector,pDevsLnR,43,1,1,50, ARITHMETIC,-5,5,-0.0177379137003,0.762070461187,-5,5,-0.0177379137003,0.762070461187,0.073818
22_03d5,population processes,recruitment,current recruitment period, param_init_bounded_dev_vector,pDevsLnR,44,1,1,50, ARITHMETIC,-5,5,-0.696099491507,0.207518454098,-5,5,-0.696099491507,0.207518454098,0.12626
22_03d5,population processes,recruitment,current recruitment period, param_init_bounded_dev_vector,pDevsLnR,45,1,1,50, ARITHMETIC,-5,5,-0.898710621278,0.351335108502,-5,5,-0.898710621278,0.351335108502,0.13876
22_03d5,population processes,recruitment,current recruitment period, param_init_bounded_dev_vector,pDevsLnR,46,1,1,50, ARITHMETIC,-5,5,-2.01274031827,-1.15765682722,-5,5,-2.01274031827,-1.15765682722,0.59142
22_03d5,population processes,recruitment,current recruitment period, param_init_bounded_dev_vector,pDevsLnR,47,1,1,50, ARITHMETIC,-5,5,0.758709801473,1.16241833987,-5,5,0.758709801473,1.16241833987,0.13816
22_03d5,population processes,recruitment,current recruitment period, param_init_bounded_dev_vector,pDevsLnR,48,1,1,50, ARITHMETIC,-5,5,3.08681089972,1.73213670821,-5,5,3.08681089972,1.73213670821,0.13606
22_03d5,population processes,recruitment,current recruitment period, param_init_bounded_dev_vector,pDevsLnR,49,1,1,50, ARITHMETIC,-5,5,0.274363756698,1.46157277239,-5,5,0.274363756698,1.46157277239,0.19115
22_03d5,population processes,recruitment,current recruitment period, param_init_bounded_dev_vector,pDevsLnR,50,1,1,50, ARITHMETIC,-5,5,0.913613054756,0.0502955200512,-5,5,0.913613054756,0.0502955200512,0.44278
22_03d5,population processes,natural mortality,base ln-scale M, param_init_bounded_number,pM[1],1,-1,1,1, LOG,0.135335283,2.718281828,0.229999993114,0.229999993114,-2.00000000175,0.999999999831,-1.469676,-1.469676,NA
22_03d5,population processes,natural mortality,multiplier for immature crab, param_init_bounded_number,pDM1[1],1,4,1,1, ARITHMETIC,0.2,2,0.865354952582,1.10373680141,0.2,2,0.865354952582,1.10373680141,0.045822
22_03d5,population processes,natural mortality,multiplier for mature males, param_init_bounded_number,pDM1[2],1,4,1,1, ARITHMETIC,0.1,1.9,1.5949310956,1.39074495001,0.1,1.9,1.5949310956,1.39074495001,0.036937
22_03d5,population processes,natural mortality,multiplier for mature females, param_init_bounded_number,pDM1[3],1,4,1,1, ARITHMETIC,0.1,1.9,1.57334510371,1.37235504319,0.1,1.9,1.57334510371,1.37235504319,0.037281
22_03d5,population processes,natural mortality,1980-1984 multiplier for mature males, param_init_bounded_number,pDM2[1],1,4,1,1, ARITHMETIC,0.1,10,3.46144641064,2.32465179632,0.1,10,3.46144641064,2.32465179632,0.23526
22_03d5,population processes,natural mortality,1980-1984 multiplier for mature females, param_init_bounded_number,pDM2[2],1,4,1,1, ARITHMETIC,0.1,10,2.13716750505,1.96185148286,0.1,10,2.13716750505,1.96185148286,0.16314
22_03d5,population processes,growth,males, param_init_bounded_number,pGrA[1],1,4,1,1, ARITHMETIC,25,40,33.4615022713,32.2650258541,25,40,33.4615022713,32.2650258541,0.24204
22_03d5,population processes,growth,females, param_init_bounded_number,pGrA[2],1,4,1,1, ARITHMETIC,25,40,34.193899524,33.658337714300004,25,40,34.193899524,33.658337714300004,0.31236
22_03d5,population processes,growth,males, param_init_bounded_number,pGrB[1],1,4,1,1, ARITHMETIC,130,180,160.415882503,166.347675325,130,180,160.415882503,166.347675325,0.69821
22_03d5,population processes,growth,females, param_init_bounded_number,pGrB[2],1,4,1,1, ARITHMETIC,110,150,121.218963045,115.101596509,110,150,121.218963045,115.101596509,0.60885
22_03d5,population processes,growth,both sexes, param_init_bounded_number,pGrBeta[1],1,5,1,1, ARITHMETIC,0.5,2,0.81241613451,0.848782353329,0.5,2,0.81241613451,0.848782353329,0.1016
22_03d5,population processes,maturity,males 60-150 mmCW (entire model period), param_init_bounded_vector,pvLgtPrM2M,1,4,1,17, ARITHMETIC,-15,15,-2.988083779,-3.16214329044,-15,15,-2.988083779,-3.16214329044,0.21493
22_03d5,population processes,maturity,males 60-150 mmCW (entire model period), param_init_bounded_vector,pvLgtPrM2M,2,4,1,17, ARITHMETIC,-15,15,-3.56136741782,-3.7220590414,-15,15,-3.56136741782,-3.7220590414,0.31338
22_03d5,population processes,maturity,males 60-150 mmCW (entire model period), param_init_bounded_vector,pvLgtPrM2M,3,4,1,17, ARITHMETIC,-15,15,-3.01624566991,-3.16399668302,-15,15,-3.01624566991,-3.16399668302,0.26296
22_03d5,population processes,maturity,males 60-150 mmCW (entire model period), param_init_bounded_vector,pvLgtPrM2M,4,4,1,17, ARITHMETIC,-15,15,-2.13872029086,-2.23035339696,-15,15,-2.13872029086,-2.23035339696,0.12774
22_03d5,population processes,maturity,males 60-150 mmCW (entire model period), param_init_bounded_vector,pvLgtPrM2M,5,4,1,17, ARITHMETIC,-15,15,-1.34173631868,-1.56371415913,-15,15,-1.34173631868,-1.56371415913,0.11779
22_03d5,population processes,maturity,males 60-150 mmCW (entire model period), param_init_bounded_vector,pvLgtPrM2M,6,4,1,17, ARITHMETIC,-15,15,-1.236327899,-1.31266427773,-15,15,-1.236327899,-1.31266427773,0.10234
22_03d5,population processes,maturity,males 60-150 mmCW (entire model period), param_init_bounded_vector,pvLgtPrM2M,7,4,1,17, ARITHMETIC,-15,15,-0.756560289054,-0.791311297155,-15,15,-0.756560289054,-0.791311297155,0.095099
22_03d5,population processes,maturity,males 60-150 mmCW (entire model period), param_init_bounded_vector,pvLgtPrM2M,8,4,1,17, ARITHMETIC,-15,15,-0.235746134373,-0.280351325686,-15,15,-0.235746134373,-0.280351325686,0.085489
22_03d5,population processes,maturity,males 60-150 mmCW (entire model period), param_init_bounded_vector,pvLgtPrM2M,9,4,1,17, ARITHMETIC,-15,15,-0.208035857816,-0.196016990858,-15,15,-0.208035857816,-0.196016990858,0.087687
22_03d5,population processes,maturity,males 60-150 mmCW (entire model period), param_init_bounded_vector,pvLgtPrM2M,10,4,1,17, ARITHMETIC,-15,15,0.141337074818,0.152125727851,-15,15,0.141337074818,0.152125727851,0.088286
22_03d5,population processes,maturity,males 60-150 mmCW (entire model period), param_init_bounded_vector,pvLgtPrM2M,11,4,1,17, ARITHMETIC,-15,15,0.543886500686,0.583421247182,-15,15,0.543886500686,0.583421247182,0.094047
22_03d5,population processes,maturity,males 60-150 mmCW (entire model period), param_init_bounded_vector,pvLgtPrM2M,12,4,1,17, ARITHMETIC,-15,15,1.02025730635,1.08766999362,-15,15,1.02025730635,1.08766999362,0.12151
22_03d5,population processes,maturity,males 60-150 mmCW (entire model period), param_init_bounded_vector,pvLgtPrM2M,13,4,1,17, ARITHMETIC,-15,15,1.62010202762,1.68156643347,-15,15,1.62010202762,1.68156643347,0.14075
22_03d5,population processes,maturity,males 60-150 mmCW (entire model period), param_init_bounded_vector,pvLgtPrM2M,14,4,1,17, ARITHMETIC,-15,15,2.63980710491,2.70641494798,-15,15,2.63980710491,2.70641494798,0.2618
22_03d5,population processes,maturity,males 60-150 mmCW (entire model period), param_init_bounded_vector,pvLgtPrM2M,15,4,1,17, ARITHMETIC,-15,15,3.12864002897,3.14681343473,-15,15,3.12864002897,3.14681343473,0.28415
22_03d5,population processes,maturity,males 60-150 mmCW (entire model period), param_init_bounded_vector,pvLgtPrM2M,16,4,1,17, ARITHMETIC,-15,15,3.7151605262,3.65175652207,-15,15,3.7151605262,3.65175652207,0.46705
22_03d5,population processes,maturity,males 60-150 mmCW (entire model period), param_init_bounded_vector,pvLgtPrM2M,17,4,1,17, ARITHMETIC,-15,15,4.78628193452,4.6651955685,-15,15,4.78628193452,4.6651955685,1.0629
22_03d5,population processes,maturity,females 50-105 mmCW (entire model period), param_init_bounded_vector,pvLgtPrM2M,1,4,1,11, ARITHMETIC,-15,15,-5.42471249141,-5.30210973624,-15,15,-5.42471249141,-5.30210973624,1.2185
22_03d5,population processes,maturity,females 50-105 mmCW (entire model period), param_init_bounded_vector,pvLgtPrM2M,2,4,1,11, ARITHMETIC,-15,15,-4.15907331156,-4.0841550614,-15,15,-4.15907331156,-4.0841550614,0.56399
22_03d5,population processes,maturity,females 50-105 mmCW (entire model period), param_init_bounded_vector,pvLgtPrM2M,3,4,1,11, ARITHMETIC,-15,15,-2.93088206266,-2.89475312273,-15,15,-2.93088206266,-2.89475312273,0.24599
22_03d5,population processes,maturity,females 50-105 mmCW (entire model period), param_init_bounded_vector,pvLgtPrM2M,4,4,1,11, ARITHMETIC,-15,15,-1.71102069731,-1.6824218502,-15,15,-1.71102069731,-1.6824218502,0.14588
22_03d5,population processes,maturity,females 50-105 mmCW (entire model period), param_init_bounded_vector,pvLgtPrM2M,5,4,1,11, ARITHMETIC,-15,15,-0.584029350388,-0.544243926713,-15,15,-0.584029350388,-0.544243926713,0.090183
22_03d5,population processes,maturity,females 50-105 mmCW (entire model period), param_init_bounded_vector,pvLgtPrM2M,6,4,1,11, ARITHMETIC,-15,15,0.254388399651,0.298149093078,-15,15,0.254388399651,0.298149093078,0.090757
22_03d5,population processes,maturity,females 50-105 mmCW (entire model period), param_init_bounded_vector,pvLgtPrM2M,7,4,1,11, ARITHMETIC,-15,15,0.572425138759,0.601692038606,-15,15,0.572425138759,0.601692038606,0.10268
22_03d5,population processes,maturity,females 50-105 mmCW (entire model period), param_init_bounded_vector,pvLgtPrM2M,8,4,1,11, ARITHMETIC,-15,15,1.06318076679,1.09370984141,-15,15,1.06318076679,1.09370984141,0.13726
22_03d5,population processes,maturity,females 50-105 mmCW (entire model period), param_init_bounded_vector,pvLgtPrM2M,9,4,1,11, ARITHMETIC,-15,15,1.94922465225,2.00114078932,-15,15,1.94922465225,2.00114078932,0.2301
22_03d5,population processes,maturity,females 50-105 mmCW (entire model period), param_init_bounded_vector,pvLgtPrM2M,10,4,1,11, ARITHMETIC,-15,15,2.90393321821,2.96094037753,-15,15,2.90393321821,2.96094037753,0.45833
22_03d5,population processes,maturity,females 50-105 mmCW (entire model period), param_init_bounded_vector,pvLgtPrM2M,11,4,1,11, ARITHMETIC,-15,15,3.92242200002,3.9636429225,-15,15,3.92242200002,3.9636429225,1.0386
22_03d5,selectivity,selectivity,"size at 1 for NMFS survey selectivity (males, pre-1982)", param_init_bounded_number,pS1[1],1,-1,1,1, ARITHMETIC,80,180,179,179,80,180,179,179,NA
22_03d5,selectivity,selectivity,"size at 1 for NMFS survey selectivity (males, 1982+)", param_init_bounded_number,pS1[2],1,-1,1,1, ARITHMETIC,80,180,179,179,80,180,179,179,NA
22_03d5,selectivity,selectivity,"size at 1 for NMFS survey selectivity (females, pre-1982)", param_init_bounded_number,pS1[3],1,-1,1,1, ARITHMETIC,70,130,129.9,129.9,70,130,129.9,129.9,NA
22_03d5,selectivity,selectivity,"size at 1 for NMFS survey selectivity (females, 1982+)", param_init_bounded_number,pS1[4],1,-1,1,1, ARITHMETIC,70,130,129.9,129.9,70,130,129.9,129.9,NA
22_03d5,selectivity,selectivity,z50 for TCF retention (pre-1991), param_init_bounded_number,pS1[5],1,1,1,1, ARITHMETIC,85,160,145.96844978,139.10145721,85,160,145.96844978,139.10145721,0.65453
22_03d5,selectivity,selectivity,z50 for TCF retention (1991-1996), param_init_bounded_number,pS1[6],1,1,1,1, ARITHMETIC,85,160,134.338995547,138.537479487,85,160,134.338995547,138.537479487,1.2191
22_03d5,selectivity,selectivity,DUMMY VALUE, param_init_bounded_number,pS1[7],1,-1,1,1, ARITHMETIC,4,5,4.5,4.5,4,5,4.5,4.5,NA
22_03d5,selectivity,selectivity,ln(z50) for TCF selectivity (males), param_init_bounded_number,pS1[8],1,1,1,1, ARITHMETIC,4,5,4.8826859007,4.83755350801,4,5,4.8826859007,4.83755350801,0.0059003
