index, phase, min_index, max_index, parameter_scale, min_arith, max_arith, value_arith, min_param, max_param, value_param, name, type, category, process, label
20, 1, 1, 50, ARITHMETIC, -5, 5, -1.14609509781, -5, 5, -1.14609509781, pDevsLnR, "param_init_bounded_dev_vector","population processes","recruitment","current_recruitment_period"
21, 1, 1, 50, ARITHMETIC, -5, 5, -0.649663454793, -5, 5, -0.649663454793, pDevsLnR, "param_init_bounded_dev_vector","population processes","recruitment","current_recruitment_period"
22, 1, 1, 50, ARITHMETIC, -5, 5, -0.878204874525, -5, 5, -0.878204874525, pDevsLnR, "param_init_bounded_dev_vector","population processes","recruitment","current_recruitment_period"
23, 1, 1, 50, ARITHMETIC, -5, 5, 0.0252381158266, -5, 5, 0.0252381158266, pDevsLnR, "param_init_bounded_dev_vector","population processes","recruitment","current_recruitment_period"
24, 1, 1, 50, ARITHMETIC, -5, 5, -0.986480201039, -5, 5, -0.986480201039, pDevsLnR, "param_init_bounded_dev_vector","population processes","recruitment","current_recruitment_period"
25, 1, 1, 50, ARITHMETIC, -5, 5, 0.580641898306, -5, 5, 0.580641898306, pDevsLnR, "param_init_bounded_dev_vector","population processes","recruitment","current_recruitment_period"
26, 1, 1, 50, ARITHMETIC, -5, 5, -0.572003997784, -5, 5, -0.572003997784, pDevsLnR, "param_init_bounded_dev_vector","population processes","recruitment","current_recruitment_period"
27, 1, 1, 50, ARITHMETIC, -5, 5, 0.954331006608, -5, 5, 0.954331006608, pDevsLnR, "param_init_bounded_dev_vector","population processes","recruitment","current_recruitment_period"
28, 1, 1, 50, ARITHMETIC, -5, 5, -0.266277781059, -5, 5, -0.266277781059, pDevsLnR, "param_init_bounded_dev_vector","population processes","recruitment","current_recruitment_period"
29, 1, 1, 50, ARITHMETIC, -5, 5, 1.05754903274, -5, 5, 1.05754903274, pDevsLnR, "param_init_bounded_dev_vector","population processes","recruitment","current_recruitment_period"
30, 1, 1, 50, ARITHMETIC, -5, 5, 0.448148347922, -5, 5, 0.448148347922, pDevsLnR, "param_init_bounded_dev_vector","population processes","recruitment","current_recruitment_period"
31, 1, 1, 50, ARITHMETIC, -5, 5, -0.666745042154, -5, 5, -0.666745042154, pDevsLnR, "param_init_bounded_dev_vector","population processes","recruitment","current_recruitment_period"
32, 1, 1, 50, ARITHMETIC, -5, 5, -1.12135249256, -5, 5, -1.12135249256, pDevsLnR, "param_init_bounded_dev_vector","population processes","recruitment","current_recruitment_period"
33, 1, 1, 50, ARITHMETIC, -5, 5, -0.569227941285, -5, 5, -0.569227941285, pDevsLnR, "param_init_bounded_dev_vector","population processes","recruitment","current_recruitment_period"
34, 1, 1, 50, ARITHMETIC, -5, 5, -0.0887655592729, -5, 5, -0.0887655592729, pDevsLnR, "param_init_bounded_dev_vector","population processes","recruitment","current_recruitment_period"
35, 1, 1, 50, ARITHMETIC, -5, 5, 1.34078213571, -5, 5, 1.34078213571, pDevsLnR, "param_init_bounded_dev_vector","population processes","recruitment","current_recruitment_period"
36, 1, 1, 50, ARITHMETIC, -5, 5, 0.328964320839, -5, 5, 0.328964320839, pDevsLnR, "param_init_bounded_dev_vector","population processes","recruitment","current_recruitment_period"
37, 1, 1, 50, ARITHMETIC, -5, 5, -0.408245834182, -5, 5, -0.408245834182, pDevsLnR, "param_init_bounded_dev_vector","population processes","recruitment","current_recruitment_period"
38, 1, 1, 50, ARITHMETIC, -5, 5, -1.65968860767, -5, 5, -1.65968860767, pDevsLnR, "param_init_bounded_dev_vector","population processes","recruitment","current_recruitment_period"
39, 1, 1, 50, ARITHMETIC, -5, 5, -0.716075196916, -5, 5, -0.716075196916, pDevsLnR, "param_init_bounded_dev_vector","population processes","recruitment","current_recruitment_period"
40, 1, 1, 50, ARITHMETIC, -5, 5, -1.46655662404, -5, 5, -1.46655662404, pDevsLnR, "param_init_bounded_dev_vector","population processes","recruitment","current_recruitment_period"
41, 1, 1, 50, ARITHMETIC, -5, 5, -1.35922614296, -5, 5, -1.35922614296, pDevsLnR, "param_init_bounded_dev_vector","population processes","recruitment","current_recruitment_period"
42, 1, 1, 50, ARITHMETIC, -5, 5, -0.690300826235, -5, 5, -0.690300826235, pDevsLnR, "param_init_bounded_dev_vector","population processes","recruitment","current_recruitment_period"
43, 1, 1, 50, ARITHMETIC, -5, 5, 0.762070461187, -5, 5, 0.762070461187, pDevsLnR, "param_init_bounded_dev_vector","population processes","recruitment","current_recruitment_period"
44, 1, 1, 50, ARITHMETIC, -5, 5, 0.207518454098, -5, 5, 0.207518454098, pDevsLnR, "param_init_bounded_dev_vector","population processes","recruitment","current_recruitment_period"
45, 1, 1, 50, ARITHMETIC, -5, 5, 0.351335108502, -5, 5, 0.351335108502, pDevsLnR, "param_init_bounded_dev_vector","population processes","recruitment","current_recruitment_period"
46, 1, 1, 50, ARITHMETIC, -5, 5, -1.15765682722, -5, 5, -1.15765682722, pDevsLnR, "param_init_bounded_dev_vector","population processes","recruitment","current_recruitment_period"
47, 1, 1, 50, ARITHMETIC, -5, 5, 1.16241833987, -5, 5, 1.16241833987, pDevsLnR, "param_init_bounded_dev_vector","population processes","recruitment","current_recruitment_period"
48, 1, 1, 50, ARITHMETIC, -5, 5, 1.73213670821, -5, 5, 1.73213670821, pDevsLnR, "param_init_bounded_dev_vector","population processes","recruitment","current_recruitment_period"
49, 1, 1, 50, ARITHMETIC, -5, 5, 1.46157277239, -5, 5, 1.46157277239, pDevsLnR, "param_init_bounded_dev_vector","population processes","recruitment","current_recruitment_period"
50, 1, 1, 50, ARITHMETIC, -5, 5, 0.0502955200512, -5, 5, 0.0502955200512, pDevsLnR, "param_init_bounded_dev_vector","population processes","recruitment","current_recruitment_period"
1, -1, 1, 1, LOG, 0.135335283, 2.718281828, 0.229999993114, -2.00000000175, 0.999999999831, -1.469676, pM[1], "param_init_bounded_number","population processes","natural mortality","base_ln-scale_M"
1, 4, 1, 1, ARITHMETIC, 0.2, 2, 1.10373680141, 0.2, 2, 1.10373680141, pDM1[1], "param_init_bounded_number","population processes","natural mortality","multiplier_for_immature_crab"
1, 4, 1, 1, ARITHMETIC, 0.1, 1.9, 1.39074495001, 0.1, 1.9, 1.39074495001, pDM1[2], "param_init_bounded_number","population processes","natural mortality","multiplier_for_mature_males"
1, 4, 1, 1, ARITHMETIC, 0.1, 1.9, 1.37235504319, 0.1, 1.9, 1.37235504319, pDM1[3], "param_init_bounded_number","population processes","natural mortality","multiplier_for_mature_females"
1, 4, 1, 1, ARITHMETIC, 0.1, 10, 2.32465179632, 0.1, 10, 2.32465179632, pDM2[1], "param_init_bounded_number","population processes","natural mortality","1980-1984_multiplier_for_mature_males"
1, 4, 1, 1, ARITHMETIC, 0.1, 10, 1.96185148286, 0.1, 10, 1.96185148286, pDM2[2], "param_init_bounded_number","population processes","natural mortality","1980-1984_multiplier_for_mature_females"
1, 4, 1, 1, ARITHMETIC, 25, 40, 32.2650258541, 25, 40, 32.2650258541, pGrA[1], "param_init_bounded_number","population processes","growth","males"
1, 4, 1, 1, ARITHMETIC, 25, 40, 33.6583377143, 25, 40, 33.6583377143, pGrA[2], "param_init_bounded_number","population processes","growth","females"
1, 4, 1, 1, ARITHMETIC, 130, 180, 166.347675325, 130, 180, 166.347675325, pGrB[1], "param_init_bounded_number","population processes","growth","males"
1, 4, 1, 1, ARITHMETIC, 110, 150, 115.101596509, 110, 150, 115.101596509, pGrB[2], "param_init_bounded_number","population processes","growth","females"
1, 5, 1, 1, ARITHMETIC, 0.5, 2, 0.848782353329, 0.5, 2, 0.848782353329, pGrBeta[1], "param_init_bounded_number","population processes","growth","both_sexes"
1, 4, 1, 17, ARITHMETIC, -15, 15, -3.16214329044, -15, 15, -3.16214329044, pvLgtPrM2M, "param_init_bounded_vector","population processes","maturity","males_60-150_mmCW_(entire_model_period)"
2, 4, 1, 17, ARITHMETIC, -15, 15, -3.7220590414, -15, 15, -3.7220590414, pvLgtPrM2M, "param_init_bounded_vector","population processes","maturity","males_60-150_mmCW_(entire_model_period)"
3, 4, 1, 17, ARITHMETIC, -15, 15, -3.16399668302, -15, 15, -3.16399668302, pvLgtPrM2M, "param_init_bounded_vector","population processes","maturity","males_60-150_mmCW_(entire_model_period)"
4, 4, 1, 17, ARITHMETIC, -15, 15, -2.23035339696, -15, 15, -2.23035339696, pvLgtPrM2M, "param_init_bounded_vector","population processes","maturity","males_60-150_mmCW_(entire_model_period)"
5, 4, 1, 17, ARITHMETIC, -15, 15, -1.56371415913, -15, 15, -1.56371415913, pvLgtPrM2M, "param_init_bounded_vector","population processes","maturity","males_60-150_mmCW_(entire_model_period)"
6, 4, 1, 17, ARITHMETIC, -15, 15, -1.31266427773, -15, 15, -1.31266427773, pvLgtPrM2M, "param_init_bounded_vector","population processes","maturity","males_60-150_mmCW_(entire_model_period)"
7, 4, 1, 17, ARITHMETIC, -15, 15, -0.791311297155, -15, 15, -0.791311297155, pvLgtPrM2M, "param_init_bounded_vector","population processes","maturity","males_60-150_mmCW_(entire_model_period)"
8, 4, 1, 17, ARITHMETIC, -15, 15, -0.280351325686, -15, 15, -0.280351325686, pvLgtPrM2M, "param_init_bounded_vector","population processes","maturity","males_60-150_mmCW_(entire_model_period)"
9, 4, 1, 17, ARITHMETIC, -15, 15, -0.196016990858, -15, 15, -0.196016990858, pvLgtPrM2M, "param_init_bounded_vector","population processes","maturity","males_60-150_mmCW_(entire_model_period)"
10, 4, 1, 17, ARITHMETIC, -15, 15, 0.152125727851, -15, 15, 0.152125727851, pvLgtPrM2M, "param_init_bounded_vector","population processes","maturity","males_60-150_mmCW_(entire_model_period)"
11, 4, 1, 17, ARITHMETIC, -15, 15, 0.583421247182, -15, 15, 0.583421247182, pvLgtPrM2M, "param_init_bounded_vector","population processes","maturity","males_60-150_mmCW_(entire_model_period)"
12, 4, 1, 17, ARITHMETIC, -15, 15, 1.08766999362, -15, 15, 1.08766999362, pvLgtPrM2M, "param_init_bounded_vector","population processes","maturity","males_60-150_mmCW_(entire_model_period)"
13, 4, 1, 17, ARITHMETIC, -15, 15, 1.68156643347, -15, 15, 1.68156643347, pvLgtPrM2M, "param_init_bounded_vector","population processes","maturity","males_60-150_mmCW_(entire_model_period)"
14, 4, 1, 17, ARITHMETIC, -15, 15, 2.70641494798, -15, 15, 2.70641494798, pvLgtPrM2M, "param_init_bounded_vector","population processes","maturity","males_60-150_mmCW_(entire_model_period)"
15, 4, 1, 17, ARITHMETIC, -15, 15, 3.14681343473, -15, 15, 3.14681343473, pvLgtPrM2M, "param_init_bounded_vector","population processes","maturity","males_60-150_mmCW_(entire_model_period)"
16, 4, 1, 17, ARITHMETIC, -15, 15, 3.65175652207, -15, 15, 3.65175652207, pvLgtPrM2M, "param_init_bounded_vector","population processes","maturity","males_60-150_mmCW_(entire_model_period)"
17, 4, 1, 17, ARITHMETIC, -15, 15, 4.6651955685, -15, 15, 4.6651955685, pvLgtPrM2M, "param_init_bounded_vector","population processes","maturity","males_60-150_mmCW_(entire_model_period)"
1, 4, 1, 11, ARITHMETIC, -15, 15, -5.30210973624, -15, 15, -5.30210973624, pvLgtPrM2M, "param_init_bounded_vector","population processes","maturity","females_50-105_mmCW_(entire_model_period)"
2, 4, 1, 11, ARITHMETIC, -15, 15, -4.0841550614, -15, 15, -4.0841550614, pvLgtPrM2M, "param_init_bounded_vector","population processes","maturity","females_50-105_mmCW_(entire_model_period)"
3, 4, 1, 11, ARITHMETIC, -15, 15, -2.89475312273, -15, 15, -2.89475312273, pvLgtPrM2M, "param_init_bounded_vector","population processes","maturity","females_50-105_mmCW_(entire_model_period)"
4, 4, 1, 11, ARITHMETIC, -15, 15, -1.6824218502, -15, 15, -1.6824218502, pvLgtPrM2M, "param_init_bounded_vector","population processes","maturity","females_50-105_mmCW_(entire_model_period)"
5, 4, 1, 11, ARITHMETIC, -15, 15, -0.544243926713, -15, 15, -0.544243926713, pvLgtPrM2M, "param_init_bounded_vector","population processes","maturity","females_50-105_mmCW_(entire_model_period)"
6, 4, 1, 11, ARITHMETIC, -15, 15, 0.298149093078, -15, 15, 0.298149093078, pvLgtPrM2M, "param_init_bounded_vector","population processes","maturity","females_50-105_mmCW_(entire_model_period)"
7, 4, 1, 11, ARITHMETIC, -15, 15, 0.601692038606, -15, 15, 0.601692038606, pvLgtPrM2M, "param_init_bounded_vector","population processes","maturity","females_50-105_mmCW_(entire_model_period)"
8, 4, 1, 11, ARITHMETIC, -15, 15, 1.09370984141, -15, 15, 1.09370984141, pvLgtPrM2M, "param_init_bounded_vector","population processes","maturity","females_50-105_mmCW_(entire_model_period)"
9, 4, 1, 11, ARITHMETIC, -15, 15, 2.00114078932, -15, 15, 2.00114078932, pvLgtPrM2M, "param_init_bounded_vector","population processes","maturity","females_50-105_mmCW_(entire_model_period)"
10, 4, 1, 11, ARITHMETIC, -15, 15, 2.96094037753, -15, 15, 2.96094037753, pvLgtPrM2M, "param_init_bounded_vector","population processes","maturity","females_50-105_mmCW_(entire_model_period)"
11, 4, 1, 11, ARITHMETIC, -15, 15, 3.9636429225, -15, 15, 3.9636429225, pvLgtPrM2M, "param_init_bounded_vector","population processes","maturity","females_50-105_mmCW_(entire_model_period)"
1, -1, 1, 1, ARITHMETIC, 80, 180, 179, 80, 180, 179, pS1[1], "param_init_bounded_number","selectivity","selectivity","size_at_1_for_NMFS_survey_selectivity_(males,_pre-1982)"
1, -1, 1, 1, ARITHMETIC, 80, 180, 179, 80, 180, 179, pS1[2], "param_init_bounded_number","selectivity","selectivity","size_at_1_for_NMFS_survey_selectivity_(males,_1982+)"
1, -1, 1, 1, ARITHMETIC, 70, 130, 129.9, 70, 130, 129.9, pS1[3], "param_init_bounded_number","selectivity","selectivity","size_at_1_for_NMFS_survey_selectivity_(females,_pre-1982)"
1, -1, 1, 1, ARITHMETIC, 70, 130, 129.9, 70, 130, 129.9, pS1[4], "param_init_bounded_number","selectivity","selectivity","size_at_1_for_NMFS_survey_selectivity_(females,_1982+)"
1, 1, 1, 1, ARITHMETIC, 85, 160, 139.10145721, 85, 160, 139.10145721, pS1[5], "param_init_bounded_number","selectivity","selectivity","z50_for_TCF_retention_(pre-1991)"
1, 1, 1, 1, ARITHMETIC, 85, 160, 138.537479487, 85, 160, 138.537479487, pS1[6], "param_init_bounded_number","selectivity","selectivity","z50_for_TCF_retention_(1991-1996)"
1, -1, 1, 1, ARITHMETIC, 4, 5, 4.5, 4, 5, 4.5, pS1[7], "param_init_bounded_number","selectivity","selectivity","DUMMY_VALUE"
1, 1, 1, 1, ARITHMETIC, 4, 5, 4.83755350801, 4, 5, 4.83755350801, pS1[8], "param_init_bounded_number","selectivity","selectivity","ln(z50)_for_TCF_selectivity_(males)"
1, 1, 1, 1, ARITHMETIC, 80, 150, 92.8986467737, 80, 150, 92.8986467737, pS1[9], "param_init_bounded_number","selectivity","selectivity","z50_for_TCF_selectivity_(females)"
1, 2, 1, 1, ARITHMETIC, 80, 180, 160.332830294, 80, 180, 160.332830294, pS1[10], "param_init_bounded_number","selectivity","selectivity","ascending_z-at-1_for_SCF_selectivity_(males,_pre-1997)"
1, 2, 1, 1, ARITHMETIC, 80, 180, 119.671097472, 80, 180, 119.671097472, pS1[11], "param_init_bounded_number","selectivity","selectivity","ascending_z-at-1_for_SCF_selectivity_(males,_1997-2004)"
1, 2, 1, 1, ARITHMETIC, 80, 180, 125.307311593, 80, 180, 125.307311593, pS1[12], "param_init_bounded_number","selectivity","selectivity","ascending_z-at-1_for_SCF_selectivity_(males,_2005+)"
1, 2, 1, 1, ARITHMETIC, 50, 150, 81.2782202251, 50, 150, 81.2782202251, pS1[13], "param_init_bounded_number","selectivity","selectivity","ascending_z50_for_SCF_selectivity_(females,_pre-1997)"
1, 2, 1, 1, ARITHMETIC, 50, 120, 72.8496558757, 50, 120, 72.8496558757, pS1[14], "param_init_bounded_number","selectivity","selectivity","ascending_z50_for_SCF_selectivity_(females,_1997-2004)"
1, 2, 1, 1, ARITHMETIC, 50, 120, 100.935807922, 50, 120, 100.935807922, pS1[15], "param_init_bounded_number","selectivity","selectivity","ascending_z50_for_SCF_selectivity_(females,_2005+)"
1, 2, 1, 1, ARITHMETIC, 40, 180, 61.7432478689, 40, 180, 61.7432478689, pS1[16], "param_init_bounded_number","selectivity","selectivity","z50_for_GF.AllGear_selectivity_(males,_pre-1987)"
1, 2, 1, 1, ARITHMETIC, 40, 180, 72.5000460984, 40, 180, 72.5000460984, pS1[17], "param_init_bounded_number","selectivity","selectivity","z50_for_GF.AllGear_selectivity_(males,_1987-1996)"
1, 2, 1, 1, ARITHMETIC, 40, 180, 97.2437595716, 40, 180, 97.2437595716, pS1[18], "param_init_bounded_number","selectivity","selectivity","z50_for_GF.AllGear_selectivity_(males,_1997+)"
1, 2, 1, 1, ARITHMETIC, 25, 180, 44.5688080139, 25, 180, 44.5688080139, pS1[19], "param_init_bounded_number","selectivity","selectivity","z50_for_GF.AllGear_selectivity_(females,_pre-1987)"
1, 2, 1, 1, ARITHMETIC, 25, 180, 41.3868619174, 25, 180, 41.3868619174, pS1[20], "param_init_bounded_number","selectivity","selectivity","z50_for_GF.AllGear_selectivity_(females,_1987-1996)"
1, 2, 1, 1, ARITHMETIC, 25, 180, 86.2846969709, 25, 180, 86.2846969709, pS1[21], "param_init_bounded_number","selectivity","selectivity","z50_for_GF.AllGear_selectivity_(females,_1997+)"
1, -3, 1, 1, ARITHMETIC, 95, 180, 179.9, 95, 180, 179.9, pS1[22], "param_init_bounded_number","selectivity","selectivity","size_at_1_for_RKF_selectivity_(males,_pre-1997)"
1, -3, 1, 1, ARITHMETIC, 95, 180, 179.9, 95, 180, 179.9, pS1[23], "param_init_bounded_number","selectivity","selectivity","size_at_1_for_RKF_selectivity_(males,_1997-2004)"
1, -3, 1, 1, ARITHMETIC, 95, 180, 179.9, 95, 180, 179.9, pS1[24], "param_init_bounded_number","selectivity","selectivity","size_at_1_for_RKF_selectivity_(males,_2005+)"
1, -3, 1, 1, ARITHMETIC, 100, 140, 139.9, 100, 140, 139.9, pS1[25], "param_init_bounded_number","selectivity","selectivity","size_at_1_for_RKF_selectivity_(females,_pre-1997)"
1, 3, 1, 1, ARITHMETIC, 100, 140, 136.174373358, 100, 140, 136.174373358, pS1[26], "param_init_bounded_number","selectivity","selectivity","size_at_1_for_RKF_selectivity_(females,_1997-2004)"
1, 3, 1, 1, ARITHMETIC, 100, 140, 134.765927606, 100, 140, 134.765927606, pS1[27], "param_init_bounded_number","selectivity","selectivity","size_at_1_for_RKF_selectivity_(females,_2005+)"
